id,sample,label
849,w jaki sposób powinien przebiegać proces inwestycyjny aby klient mógł rozpocząć w nim działalność salonu kosmetycznego,prawo administracyjne

850,czy pisemne zapisy ustaleń wiążą strony czy dodatkowe zapisy wpływają na możliwość wypowiedzenia umowy,prawo administracyjne

851,jak wygląda procedura upadłościowa w przypadku jednoosobowej działalności gospodarczej,prawo administracyjne

852,czy podwyższenie uposażenia dla farmaceutów ze specjalizacją może dotyczyć również farmaceutów pracujących na umowę zlecenie mając przełożenie na wyższą stawkę godzinową,prawo pracy

853,czy klient może rozpocząć prace bez uzyskania pozwolenia kto dokonuje odbioru inwestycji,prawo administracyjne

854,czy zmiana sposobu użytkowania musi ściśle odpowiadać projektowi architekta skoro nie jest wymagana obecność kierownika budowy a nadzór budowlany wymaga tylko zgłoszenia,prawo administracyjne

855,czy inwestor jest obowiązany zgłosić zamiar przeprowadzenia remontu zakładowi energetycznemu w związku z przewidywanym podwyższonym zużyciem energii elektrycznej,prawo administracyjne

856,czy ogólne warunki ubezpieczenia screenity są zgodne z prawem i uczciwe,inne

857,czy klientowi będzie przysługiwać pierwsza gratyfikacja,prawo pracy

858,czy szpital ma prawo odmówić przyjęcia pacjenta niecovidowego na odział anestezjologii i intensywnej terapii czy w sytuacji przebywania pacjentów covidowych i niecovidowych w jednym szpitalu muszą być spełnione do dodatkowe wymagania np izolatki osobne ciągi komunikacyjne czy pacjenci ci mogą przebywać w sąsiadujących ze sobą salach,prawo medyczne

859,co należy zrobić jeśli w sieci pojawią się opinie oczerniające lekarza,prawo administracyjne

860,czy apteka w czasie godzin dla seniorów może obsługiwać również klientów którzy nie są seniorami oraz czy i dla kogo ustawodawca przewiduje kary za nieprzestrzeganie godzin dla seniorów,prawo farmaceutyczne

861,czy szpital prawidłowo wypłacił klientce dodatek do wynagrodzenia w związku z leczeniem pacjentów chorych na covid,prawo medyczne

862,w jaki sposób klientka może uzyskać od pracodawcy zadośćuczynienie i odszkodowanie,prawo pracy

863,czy klientka powinna wykonać polecenie pracodawcy,prawo medyczne

864,czy poszkodowany przez szkodę pracownika może żądać od pracownika odszkodowania,prawo pracy

865,czy klientka powinna wykonać polecenie służbowe wykonania samodzielnie transportu medycznego jak kształtuje się odpowiedzialność klientki w trakcie wykonywania transportu medycznego,prawo medyczne

866,co można zrobić w przedstawionych okolicznościach aby pociągnąć do odpowiedzialności właścicieli psów,prawo karne

867,czy klientowi który jest na emeryturze przysługuje wyższa ulga podatkowa w związku z podwyższeniem maksymalnej kwoty jaką można wpłacić na ikze,prawo podatkowe

868,czy konieczne jest prowadzenie elektronicznej dokumentacji medycznej w prywatnym gabinecie lekarskim niefinansowanym ze środków publicznych bez kontraktu z nfz prywatnym gabinecie stomatologicznym niefinansowanym ze środków publicznych bez kontraktu z nfz jakie warunki organizacyjnotechniczne mogą uniemożliwiać prowadzenie dokumentacji elektronicznej,prawo medyczne

869,gdzie należy złożyć pozew o separację czy musi on zostać złożony w miejscu zamieszkania klientki i jej męża czy może zostać złożony w innym miejscu zamieszkania rodziców klientki czy klientka ma obowiązek powrotu do domu jeżeli zażyczy sobie tego jej mąż,prawo cywilne

870,jak przeprowadzić postępowanie spadkowe w niniejszej sytuacji,prawo cywilne

871,czy klientowi przysługuje  dodatek do wynagrodzenia w jaki sposób można wyegzekwować zapłatę dodatku do wynagrodzenia,prawo medyczne

872,czy wykonywanie pracy jako farmaceuta na podstawie umowy zlecenie może zakończyć okres przerwy w wykonywaniu zawodu,prawo farmaceutyczne

873,czy zachowanie pracodawcy jest zgodne z prawem,prawo pracy

874,czy klientka jako farmaceutka jest zwolniona z kwarantanny w przypadku gdy osoba z którą zamieszkuje przebywa w izolacji w warunkach domowych,prawo medyczne

875,czy obecnie zasadnym jest złożenie wniosku o zasiedzenie przedmiotowej nieruchomości przez mamę klientki,prawo cywilne

876,jakie dokumenty potrzebuje klientka od pracownika aby mieć pełną listę dokumentów,prawo pracy

877,czy klientka musi płacić składki ubezpieczenia zdrowotnego w stanie epidemii jakie inne formy pomocy może klientka uzyskać z tzw tarczy antykryzysowej,prawo medyczne

878,czy prawdą jest że od  stycznia  r obowiązują nowe druki recept pro auctore,prawo medyczne

879,czy klientka powinna wykonać polecenie służbowe,prawo medyczne

880,jakie prawa i obowiązki ma osoba wezwana na przesłuchanie w charakterze świadka wpostępowaniu cywilnym,prawo medyczne

881,jak długo klientka musi przechowywać dokumenty byłego pracownika,prawo pracy

882,czy lek viregytk może być wydany poza wskazaniem na recepcie pro auctore lub pro familiae z odpłatnością,prawo farmaceutyczne

883,czy dyrekcja szpitala może powierzyć klientowi stanowisko kierownicze na oddziale zakaźnym,prawo pracy

884,czy klient może przeprowadzać badanie kwalifikacyjne przed szczepieniem na covid,prawo medyczne

885,czy klientka powinna otrzymać odszkodowanie w związku z przebytą operacją,prawo cywilne

886,czy pracodawca musi ujawnić wysokość zarobków męża klientce czy ukończenie  roku życia przez jedno z dzieci wpływa na jego możliwość uzyskania świadczenia alimentacyjnego przez klientkę od męża jakie dokumenty musi złożyć klientka aby uzasadnić ubieganie się o alimenty od ojca dzieci,prawo cywilne

887,czy jeżeli klientka nie odniesie się do otrzymanego pisma może to skutkować negatywnymi konsekwencjami,prawo cywilne

888,czy klientka może wystawić duplikaty faktur realizacji recept zmarłego pacjenta na wniosek jego córki,prawo podatkowe

889,czy szpital zobowiązany jest do prowadzenia dokumentacji medycznej jedynie w formie elektronicznej czy są wyjątki dla których dokumentacja powinna być prowadzona nadal w formie papierowej,prawo medyczne

890,czy pacjentka może domagać się wypłaty odszkodowania od ubezpieczyciela każdego lekarza uczestniczącego w udzielaniu jej świadczeń zdrowotnych,prawo cywilne

891,jakie pozwolenia należy uzyskać chcąc wybudować staw rybny o powierzchni ponad  ha,prawo administracyjne

892,czy klient jako lekarz stażysta jest uprawniony do wykonywania szczepień na covid oraz badań kwalifikacyjnych przed szczepieniem w prywatnym gabinecie lekarskim poza godzinami odbywania stażu,prawo medyczne

893,czy wprowadzany porozumieniem zmieniającym warunki płacy i pracy pkt  ppkt  lit f umowy jest zgodny z prawem czy klientka musi podpisać porozumienie zmieniające,prawo pracy

894,co w zaistniałych okolicznościach powinna zrobić klientka kto może zastępować klientkę na stanowisku kierownika apteki,prawo farmaceutyczne

895,jaka powinna być budowa kodu resortowego zamieszczona na erecepcie czy farmaceuta musi zweryfikować kod przed wysłaniem refundacji,prawo farmaceutyczne

896,co dokładnie powinien zawierać wpis oil numer prawa wykonywania zawodu z ilu składać się cyfr czy farmaceuta przed wysłaniem refundacji powinien zweryfikować ten numer,prawo farmaceutyczne

897,w jaki sposób syn klienta ma złożyć wniosek o pomoc prawną z urzędu,prawo cywilne

898,jakie kroki powziąć w zaistniałych okolicznościach czy w rzeczonych okolicznościach istnieje możliwość zwolnienia się z podatku oraz wypłaty zachowku,prawo cywilne

899,czy klientka może wysłać pismo do google w przesłanej formie,inne

900,jakie kroki należy poczynić aby uruchomić sprawę spadkową jakie dokumenty będą potrzebne do przeprowadzenia postępowania spadkowego,prawo cywilne

901,czy za wystawienie duplikatów faktur osobie nieupoważnionej klientka ponosi odpowiedzialność,prawo karne

902,czy lekarz pracujący w szpitalu jednoimiennym węzłowymkoordynacyjnym pracujący na oddziale niecovidowym który ma kontakt z personelem pracującym na oddziałach covidowych i pacjentami mogącymi być zarażonymi jest uprawniony do dodatku covidowego w wysokości  wynagrodzenia miesięcznego,prawo medyczne

903,czy klient może zawrzeć umowę cywilnoprawną o szkolenie specjalizacyjne w trybie pozarezydenckim w ramach działalności gospodarczej praktyki lekarskiej czy faktury wystawione podmiotowi prowadzącemu szkolenie specjalizacyjne w ramach ww umowy z praktyką lekarską podlegałyby zwolnieniu z vat,prawo medyczne

904,czy opisy badań diagnostycznych muszą sporządzane w formie elektronicznej,prawo medyczne

905,czy klient może domagać się wyznaczenia osoby która będzie nadzorować jego pracę kto odpowiada za ewentualne błędy medyczne popełnione przez klienta czy klient może domagać się kolejnego pisma z oddelegowaniem w związku z rozpoczęciem nowego roku kalendarzowego,prawo medyczne

906,czy pracodawca może zobowiązać pracownika do wykorzystania bieżącego urlopu wypoczynkowego jeżeli pracownik nie wyraża na to zgody,prawo pracy

907,czy klient może zarezerwować nocleg w hotelu pracownikom w delegacji,prawo medyczne

908,na jakiej podstawie oraz w jakiej formie należy zatrudnić osobę do pełnienia obowiązków klientki kto będzie osobą odpowiedzialną przez okres usprawiedliwionej nieobecności klientki w pracy,prawo farmaceutyczne

909,czy na erecepcie z efferalgan codeine musi być podana łączna dawka substancji czynnej,prawo farmaceutyczne

910,czy istnieje możliwość pozasądowego podziału majątku wspólnego małżonków co wchodzi w skład majątku osobistego małżonków czy darowizna przekazana na rzecz małżonki wchodzi w skład jej majątku osobistego jak po rozwodzie kształtuje się kwestia spłaty kredytu,prawo cywilne

911,czy klientce przysługuje  dodatek do wynagrodzenia,prawo medyczne

912,czy dodatek do wynagrodzenia przysługuje lekarzowi świadczącemu usługi medyczne na rzecz pacjentów zakażonych covid w szpitalu tymczasowym czy dodatek do wynagrodzenia w maksymalnej kwocie  tys jest przyznawany na daną osobę czy na miejsce pracy tj czy pracując w więcej niż jednym podmiocie leczniczym należy się dodatek do każdego wynagrodzenia,prawo medyczne

913,czy klient jako poszkodowany może zawnioskować o darowiznę na cele społeczne czy można wybrać na jaki celpodmiot,prawo karne

914,co pozwany może zrobić gdyby sąd umorzył postępowanie w którym zapadł wyrok zaoczny i jednocześnie uchylił ten wyrok a przed uchyleniem doszłoby do wyegzekwowania całości należności zasądzonej przez komornika na podstawie wyroku zaocznego zaopatrzonego w klauzulę natychmiastowej wykonalności jakie prawa ma wówczas pozwany czy w takim przypadku pozwany może dochodzić zwrotu od klienta kwot wyegzekwowanych oraz czy klient powinien w takiej sytuacji złożyć ponownie tożsamy pozew,prawo cywilne

915,czy niepubliczny zakład opieki zdrowotnej jako prywatny ośrodek ma obowiązek prowadzenia dokumentacji medycznej w formie elektronicznej,prawo medyczne

916,jak rozwiązać problem klientki która jest lekarzem emerytem mającym aktywne prawo wykonywania zawodu w sytuacji gdy ministerstwo zdrowia twierdzi że powinna być ona teraz zaszczepiona a szpital jej tego prawa odmawia,prawo medyczne

917,czy klientka jako lekarz rezydent może kwalifikować pacjentów do szczepień przeciwko covid,prawo medyczne

918,czy klientowi przysługuje do wynagrodzenia tzw dodatek covidowy w wysokości   wynagrodzenia,prawo medyczne

919,czy na chwilę obecną klientka może zgłosić swojego męża do szczepienia przeciw covid w etapie pierwszym,prawo medyczne

920,czy ubezpieczyciel prawidłowo określił wysokość uszczerbku na zdrowiu klientki w związku zodniesionymi obrażeniami,prawo cywilne

921,czy klientka będąc współwłaścicielem nieruchomości może podpisać z innymi współwłaścicielami innymi członkami rodziny nową umowę najmu i płacić z tego tytułu czynsz,prawo cywilne

922,czy jeden z dwóch wspólników i członków zarządu sp z oo nzoz zatrudniającej lekarzy a który nie jest lekarzem ma prawo swobodnego wglądu do dokumentacji medycznej pacjentów spółki,prawo administracyjne

923,kto powinien wyrazić zgodę na samodzielne odbywanie dyżurów medycznych przez klientkę,prawo medyczne

924,jakie są prawa i obowiązki klienta w związku z wezwaniem do stawiennictwa na przesłuchanie w charakterze podejrzanego,prawo karne

925,po jakim czasie można zawiesić dochodzenie w sprawie o oszustwo jakie skutki ma zawieszenie dochodzenia czy postanowienie zostanie doręczone również podejrzanej,prawo karne

926,czy obligacje skarbu państwa wchodzą w skład spadku czy odziedziczone obligacje podlegają opodatkowaniu w jaki sposób spadkobierca może wypłacić pieniądze z obligacji,prawo cywilne

927,czy klientka może zapisać swojego męża na szczepienie przeciwko covid,prawo medyczne

928,w jaki sposób klient może kontynuować działalność apteki,prawo farmaceutyczne

929,czy aby klientka otrzymała przedmiotową nieruchomość wystarczy zrzeczenie się żony i dzieci brata klientki na jej rzecz czy konieczne jest przeprowadzenie postępowania spadkowego,prawo cywilne

930,czy placówka z którą współpracuje klient ma prawo bez jego zgody udzielić gminie informacji o jego danych osobowych,prawo administracyjne

931,czy klientka może zapisać się na ldek,prawo medyczne

932,czy klientka jest zobowiązana do prowadzenia dokumentacji w formie elektronicznej,prawo medyczne

933,czy klientce przysługuje dodatek covidowy,prawo medyczne
